loss,accuracy,val_loss,val_accuracy
0.09647694230079651,0.07079645991325378,0.0961967408657074,0.0746835470199585
0.09600439667701721,0.0796460211277008,0.09575601667165756,0.07974683493375778
0.09557674080133438,0.0834386870265007,0.09532289952039719,0.08481013029813766
0.09515340626239777,0.08470290899276733,0.09491699188947678,0.08987341821193695
0.09475184231996536,0.08975979685783386,0.09451285004615784,0.09113924205303192
0.09435364603996277,0.09228824079036713,0.09412451833486557,0.09746835380792618
0.09397263079881668,0.09734513610601425,0.09374772012233734,0.10000000149011612
0.0935979038476944,0.10240202397108078,0.09338229894638062,0.10632911324501038
0.09324154257774353,0.10745891183614731,0.09303446114063263,0.11265822499990463
0.09289636462926865,0.11630847305059433,0.09268883615732193,0.12151898443698883
0.0925564169883728,0.12389380484819412,0.0923597514629364,0.1265822798013687
0.0922306627035141,0.12515802681446075,0.09204157441854477,0.12911392748355865
0.0919126346707344,0.1314791440963745,0.09171456098556519,0.13670885562896729
0.09159104526042938,0.1390644758939743,0.09139978140592575,0.14177215099334717
0.09127765893936157,0.1428571492433548,0.09107381850481033,0.14556962251663208
0.090952068567276,0.14917825162410736,0.09076473116874695,0.1531645506620407
0.09064332395792007,0.15676358342170715,0.0904487669467926,0.16075949370861053
0.09032692015171051,0.1592920422554016,0.09013892710208893,0.16455696523189545
0.09001565724611282,0.17572693526744843,0.08983337879180908,0.17721518874168396
0.08971166610717773,0.1782553791999817,0.08952312916517258,0.1835443079471588
0.0894024521112442,0.18457648158073425,0.08921617269515991,0.18734177947044373
0.0890972763299942,0.18836915493011475,0.0889064222574234,0.19493670761585236
0.08878856897354126,0.19595448672771454,0.08859545737504959,0.19873417913913727
0.08847813308238983,0.1984829306602478,0.08828560262918472,0.19873417913913727
0.08817054331302643,0.19974716007709503,0.08799338340759277,0.20379747450351715
0.08787903934717178,0.20733249187469482,0.08770516514778137,0.2101265788078308
0.08759697526693344,0.21365360915660858,0.08741699159145355,0.21772152185440063
0.08730630576610565,0.22376738488674164,0.08713798224925995,0.2278480976819992
0.08703098446130753,0.2262958288192749,0.086861252784729,0.2329113930463791
0.08675649762153625,0.23514539003372192,0.08659099042415619,0.236708864569664
0.08648618310689926,0.24020227789878845,0.0863242819905281,0.2417721450328827
0.08622319251298904,0.24778760969638824,0.08606211841106415,0.2506329119205475
0.08596114069223404,0.25284451246261597,0.08580555766820908,0.2544303834438324
0.08570533990859985,0.25537294149398804,0.08554808050394058,0.2594936788082123
0.08544979989528656,0.262958288192749,0.08529215306043625,0.26455697417259216
0.08519589900970459,0.2667509615421295,0.0850406289100647,0.27088606357574463
0.08494437485933304,0.27180784940719604,0.08479733020067215,0.27468353509902954
0.08470717817544937,0.27939316630363464,0.08456233888864517,0.2797468304634094
0.08446858823299408,0.2806573808193207,0.08432982116937637,0.28227847814559937
0.08423928171396255,0.28445005416870117,0.08410283178091049,0.2860759496688843
0.08401316404342651,0.28824272751808167,0.08387524634599686,0.29113924503326416
0.0837843045592308,0.2932996153831482,0.08364958316087723,0.2936708927154541
0.08356044441461563,0.2970922887325287,0.08342629671096802,0.297468364238739
0.08333922177553177,0.3008849620819092,0.08320514112710953,0.30506327748298645
0.08311756700277328,0.30720606446266174,0.08298715204000473,0.31012657284736633
0.08290166407823563,0.31226295232772827,0.08277343213558197,0.3126582205295563
0.0826861634850502,0.31479141116142273,0.08255933970212936,0.31898733973503113
0.08247243613004684,0.3211125135421753,0.08234664052724838,0.3202531635761261
0.08225885778665543,0.32237672805786133,0.08213548362255096,0.32151898741722107
0.08204872906208038,0.32364097237586975,0.08192361146211624,0.324050635099411
0.0818401649594307,0.3286978602409363,0.08171098679304123,0.33037975430488586
0.08162371814250946,0.3324905037879944,0.0814983919262886,0.33164557814598083
0.08141066133975983,0.3337547481060028,0.08128341287374496,0.3341772258281708
0.08119557797908783,0.33501896262168884,0.08106005936861038,0.3379746973514557
0.08097079396247864,0.34007585048675537,0.08083873987197876,0.34050631523132324
0.08074779808521271,0.34386852383613586,0.0806240439414978,0.3455696105957031
0.08053277432918549,0.34639695286750793,0.08040750026702881,0.351898729801178
0.0803171843290329,0.35524651408195496,0.08018706738948822,0.3594936728477478
0.0800970122218132,0.36283186078071594,0.07996997237205505,0.36582279205322266
0.07987980544567108,0.36788874864578247,0.07974901050329208,0.3734177350997925
0.07965170592069626,0.37420985102653503,0.07952135056257248,0.38354429602622986
0.079425148665905,0.38305941224098206,0.0792931318283081,0.38354429602622986
0.07919466495513916,0.3843236267566681,0.07905912399291992,0.38860759139060974
0.07895862311124802,0.39064475893974304,0.07882774621248245,0.3949367105960846
0.07872422784566879,0.39570164680480957,0.07859262824058533,0.39746835827827454
0.07849127054214478,0.39949432015419006,0.07835512608289719,0.4037974774837494
0.07825043052434921,0.4083438813686371,0.07811825722455978,0.4126582145690918
0.07801365852355957,0.41466498374938965,0.07786989957094193,0.41518986225128174
0.07776632905006409,0.41845765709877014,0.07762455195188522,0.4202531576156616
0.07751503586769104,0.4247787594795227,0.077379509806633,0.4265822768211365
0.07727048546075821,0.42983564734458923,0.07713697105646133,0.43291139602661133
0.07703003287315369,0.4374209940433502,0.07689159363508224,0.44050633907318115
0.07678379118442535,0.44247788190841675,0.07665453851222992,0.4481012523174286
0.07654809951782227,0.45132744312286377,0.07641734182834625,0.45316454768180847
0.07630462199449539,0.4563843309879303,0.07617296278476715,0.45822784304618835
0.07606487721204758,0.45891276001930237,0.07593397796154022,0.46202531456947327
0.07582153379917145,0.4652338922023773,0.07569865882396698,0.47215190529823303
0.07558844983577728,0.47029078006744385,0.0754595622420311,0.47088608145713806
0.07534920424222946,0.4753476679325104,0.07522059231996536,0.4772152006626129
0.07511250674724579,0.4766118824481964,0.07498828321695328,0.47974684834480286
