loss,accuracy,val_loss,val_accuracy
0.09044675529003143,0.13527850806713104,0.09026547521352768,0.13678619265556335
0.09017816931009293,0.13660477101802826,0.09001382440328598,0.1434262990951538
0.0899386927485466,0.14323607087135315,0.08978699147701263,0.14741036295890808
0.08971937000751495,0.15119363367557526,0.08958272635936737,0.15272244811058044
0.08951995521783829,0.1551724076271057,0.089391328394413,0.160690575838089
0.08933118730783463,0.16312997043132782,0.08920902013778687,0.16467463970184326
0.08915401995182037,0.16445623338222504,0.0890343114733696,0.16467463970184326
0.08898276835680008,0.16578249633312225,0.08886315673589706,0.16733068227767944
0.08881539106369019,0.17241379618644714,0.0886995866894722,0.175298810005188
0.08865313977003098,0.17506630718708038,0.08853906393051147,0.175298810005188
0.08849448710680008,0.1763925701379776,0.0883832648396492,0.18061089515686035
0.08833901584148407,0.1830238699913025,0.08823262155056,0.18193891644477844
0.08818912506103516,0.18567639589309692,0.08808674663305283,0.18592298030853271
0.08804502338171005,0.18567639589309692,0.08794386684894562,0.19123506546020508
0.08790235221385956,0.19363395869731903,0.08780697733163834,0.19654715061187744
0.08777140825986862,0.1989389955997467,0.0876733660697937,0.2018592357635498
0.08763468265533447,0.20291776955127716,0.08754271268844604,0.20584329962730408
0.0875062495470047,0.2068965584039688,0.08741489797830582,0.20982736349105835
0.08738035708665848,0.21220159530639648,0.08728838711977005,0.21248340606689453
0.0872555673122406,0.21220159530639648,0.08716531842947006,0.2151394486427307
0.08713176101446152,0.21618036925792694,0.08704598993062973,0.22045153379440308
0.0870121419429779,0.2201591581106186,0.08692812919616699,0.22310757637023926
0.08689761906862259,0.22413793206214905,0.08681191504001617,0.22576361894607544
0.08677995204925537,0.2281167060136795,0.08669739216566086,0.2310757040977478
0.08666720986366272,0.23209549486637115,0.08658511936664581,0.23373174667358398
0.08655353635549545,0.2347480058670044,0.08647451549768448,0.23638778924942017
0.0864461362361908,0.2360742688179016,0.08636531233787537,0.23771581053733826
0.086336150765419,0.24005305767059326,0.08625688403844833,0.24169987440109253
0.08622972667217255,0.24005305767059326,0.08614856749773026,0.2443559169769287
0.08611846715211868,0.24403183162212372,0.08604174852371216,0.2470119595527649
0.08601190149784088,0.24535809457302094,0.08593548089265823,0.24833998084068298
0.08590658754110336,0.24801060557365417,0.08582962304353714,0.24833998084068298
0.08580188453197479,0.2493368685245514,0.08572359383106232,0.24966800212860107
0.08569486439228058,0.2506631314754486,0.0856182798743248,0.25232404470443726
