loss,accuracy,val_loss,val_accuracy
0.8885335922241211,0.7782819867134094,0.45930302143096924,0.8983739614486694
0.3313349485397339,0.93290114402771,0.27663663029670715,0.9430894255638123
0.22752141952514648,0.9542949795722961,0.2133927196264267,0.9525745511054993
0.18269610404968262,0.9594813585281372,0.17371049523353577,0.9566395878791809
0.1545078307390213,0.9666126370429993,0.15979744493961334,0.9552845358848572
0.13432979583740234,0.9721232056617737,0.14312440156936646,0.9647696614265442
0.12072838097810745,0.9763371348381042,0.12498626857995987,0.9661246538162231
0.10926422476768494,0.9766612648963928,0.13323527574539185,0.9620596170425415
0.09958820790052414,0.9792544841766357,0.1334298849105835,0.9620596170425415
0.09242712706327438,0.981199324131012,0.10848753899335861,0.9715447425842285
0.08463816344738007,0.9841166734695435,0.10545247793197632,0.9647696614265442
0.08101917803287506,0.9824959635734558,0.10387054830789566,0.9647696614265442
0.07434253394603729,0.9860615730285645,0.09871206432580948,0.9701896905899048
0.06939006596803665,0.9854133129119873,0.09770938754081726,0.9701896905899048
0.06689480692148209,0.9847649931907654,0.09477229416370392,0.9701896905899048
0.061325330287218094,0.9880064725875854,0.0926351472735405,0.9728997349739075
0.05915113538503647,0.9880064725875854,0.09024982154369354,0.9756097793579102
0.05669974535703659,0.987034022808075,0.09134916961193085,0.9661246538162231
0.0549151785671711,0.9886547923088074,0.08817093074321747,0.9756097793579102
0.05174027383327484,0.9899513721466064,0.08204944431781769,0.9756097793579102
0.05057421699166298,0.9915721416473389,0.08156555891036987,0.9742547273635864
0.04762301221489906,0.992220401763916,0.07817608118057251,0.9728997349739075
0.0453694649040699,0.9918962717056274,0.08836452662944794,0.9715447425842285
0.0423993244767189,0.9928687214851379,0.08421189337968826,0.9715447425842285
0.0414065457880497,0.9935170412063599,0.08298288285732269,0.9769647717475891
0.039633169770240784,0.9931928515434265,0.08165733516216278,0.9715447425842285
0.03766120597720146,0.9954619407653809,0.07566733658313751,0.9769647717475891
0.037187106907367706,0.994165301322937,0.0738738626241684,0.9769647717475891
0.03464431315660477,0.9954619407653809,0.07854900509119034,0.9756097793579102
0.03408195823431015,0.9948136210441589,0.07674920558929443,0.9769647717475891
0.033359646797180176,0.994165301322937,0.07384955883026123,0.9756097793579102
0.031669165939092636,0.9957860708236694,0.07847960293292999,0.9769647717475891
0.030653638765215874,0.9967585206031799,0.0791497528553009,0.9769647717475891
0.028791246935725212,0.9974067807197571,0.07678698748350143,0.9742547273635864
0.029483499005436897,0.9967585206031799,0.07259310781955719,0.9769647717475891
